feature,importance
wind_speed_100m,0.6014302
wind_power_proxy,0.17755558
wind_speed_10m,0.027340602
wind_direction_cos,0.022471627
wind_direction_sin,0.020222614
wind_u,0.019136582
surface_pressure,0.015432752
year_sin,0.015139102
hour_cos,0.014398112
temperature_2m,0.014395205
year_cos,0.014114619
hour_sin,0.013030188
air_density_proxy,0.012642814
wind_v,0.012113228
forecast_offset_days,0.008770975
wind_shear,0.008739189
turbine_id,0.0030666024
